query_id,rank,doc_id,content
Q05,21,213097,"as FIWARE, W3C Web of Things (WoT), and oneM2M. We will select existing components, develop new ones, and collect them — together with documentation, instructions and examples — into an IoT federation framework for creating administratively decentralised, open, and secure IoT business platforms from existing IoT platforms. We will demonstrate the practicality of our approach by using it in three pilots in three different sectors: food chain, gaming, and energy market. Three business platforms will be realised for the pilots. The results of the pilots will be evaluated against the key performance indicators. We actively participate in standardisation and disseminate our results through scientific journals, conferences, and workshops, but also the Web, social media and developer communities. We also aim to make at least two of the pilots sustainable."
Q05,22,207999,"A modular, open and standards-based framework for fast, cost-effective development of sensorbasedmobile applications: The Internet of Things (IoT) is based on networks of low-cost sensors and actuators for data collection, monitoring, decision making, and process optimization. Mobile devices such as smartphones and tablets, now represent a significant portion of the IoT, and there is a strong push to enable these devices to interface with a range of external sensors, to address e-health, fitness, environment, agriculture, logistics, and other applications. Many companies want to develop IoT products using smartphones with external sensors. However, many of these companies lack the necessary financial and human resources for this level of IoT development using existing methods. To address this need, IRIDEON S.L. has developed Senscape®: a disruptive, standards-based, framework which enables customers to develop fast time-to-market sensor-based mobile applications and related information services for e-health and fitness, and other applications. We will commercialise Senscape® via: licences and direct sales of hardware and software through the Senscape® on-line marketplace."
Q05,23,200833,"IoT consortium is well suited to reach the outlined goals, as it comprises all roles of an IoT ecosystem: resource providers (e.g., SIEMENS, SEAT), service and application developers (e.g., VODAFONE, VMZ), marketplace providers (e.g., ATOS), platform providers (e.g., BOSCH, CSI, ECONAIS), as well as end users connected through the public private partnerships of WAG and CSI or the user-focused information services that VMZ provides for the city of Berlin. The major industry players cover multiple domains, including mobility, automotive, telecommunications, and IT services. Four university departments will help to transfer the state of the art into the state of the practice and solve the open research challenges. This consortium will mobilise the necessary critical mass at European level to achieve the goals and to reach the ireach the impacts set out in this project."
Q05,24,210320,"Enabling Visual IoT Applications with Advanced Network Coding Algorithms: The latest advances and integration of several key technologies such as wireless communications, low-power sensing, embedded systems, Internet protocols and cloud computing, have enabled the emergence of the Internet of Things (IoT) paradigm. However, the ever-growing deployment of the visual sensing applications within IoT deployments is expected to strain the network and cloud infrastructures used to deliver and store massive amounts of visual data. To partly address these challenges, prototypes of neuromorphic visual sensors, a.k.a. dynamic vision sensors (DVS), have been produced in the last two years. Instead of the conventional raster scan of video cameras, DVS devices record pixel coordinates and timestamps of reflectance events in an asynchronous manner, thereby offering substantial improvements in sampling speed and power consumption. ENVISION argues that, in order to fully exploit the advantages of neuromorphic sensing for IoT applications, such devices should be coupled with appropriate transmission and storage mechanisms that would take advantage of the visual data properties to achieve even higher bandwidth, power and storage efficiency. The ENVISION project aims at developing such data-driven delivery and storage algorithms based on advanced network coding techniques for data acquired by both conventional frame-based video cameras and DVS devices. Specifically, ENVISION is pursuing three interconnect"
Q05,25,200391,"smart in the sense that they can take or propose the most appropriate actions depending on the current User’s or Object’s Context/Situation, and even learn from experience. bIoTope capabilities lay the foundation for open innovation ecosystems where companies can innovate both by the creation of new software components for IoT ecosystems, as well as create new Platforms for Connected Smart Objects with minimal investment. Large-scale pilots implemented in smart cities will provide both social, technical and business proofs-of-concept for such IoT ecosystems. This is feasible because the bIoTope consortium combines unique IoT experience, commercial solution providers and end-users, thus ensuring the high quality and efficiency of the results and implementations."
Q05,26,207199,"Advanced Networked Agents for Security and Trust Assessment in CPS/IOT Architectures: The main objective of the ANASTACIA is to address the constant discovery of vulnerabilities in ICT components providing assurance that ICT systems are secure and trustworthy by design. To this end, ANASTACIA will research and develop a holistic security framework, which will address all the phases of the ICT Systems Development Lifecycle and will be able to take autonomous decisions using new networking technologies (SDN/NFV), and dynamic security enforcement and monitoring methodologies and tools. The ANASTACIA framework will include a comprehensive suite of tools and enablers: - A security development paradigm based on the compliance to security best practices and the use of the security components and enablers. - A suite of distributed trust and security components and enablers, able to dynamically orchestrate and deploy user security policies and actions within complex and dynamic CPS and IoT architectures. - Online monitoring and testing techniques that will allow more automated adaptation of the system to mitigate new and unexpected security vulnerabilities. - A holistic Dynamic Security and Privacy Seal, combining security and privacy standards and real time monitoring and online testing. This will provide quantitative and qualitative run-time evaluation of privacy risks and security levels, which can be easily understood and controlled by the final users. ANASTACIA results will be driven and demonstrated in three high impact Use Cases: Mobile Edge"
Q05,27,214444,"s (i.e., key enablers for Internet of Things (IoT) applications) able of handling large amount of data with lower energy and bandwidth consumption than in existing systems. The ultimate goal is to develop the foundations for a general theory of compressive sensing in wireless sensor networks which includes all aspects mentioned above. Such theory will have a breakthrough-making impact both through direct application on the wireless sensor networks, and in the science of network and data processing in other fields, including economics, transportation, biology, etc. From a career development perspective, the main goal is to strengthen the researcher’s interdisciplinary competence and research-leadership skills for pursuing the next level of career: becoming an internationally recognized, top-tier research leader in ICT."
Q05,28,214839,"Advanced Cyber-Threat Intelligence, Detection, and Mitigation Platform for a Trusted Internet of Things: The CYBER-TRUST project aims to develop an innovative cyber-threat intelligence gathering, detection, and mitigation platform to tackle the grand challenges towards securing the ecosystem of IoT devices. The security problems arising from the flawed design of legacy hardware and embedded devices allows cyber-criminals to easily compromise them and launch large-scale attacks toward critical cyber-infrastructures. The proposed interdisciplinary approach will capture different phases of such emerging attacks, before and after known (even years old) or unknown (zero-day) vulnerabilities have been widely exploited by cyber-criminals to launch the attack. Emphasis is given on building a proactive cyber-threat intelligence gathering and sharing system to prevent the exploitation of zero-day vulnerabilities. This intelligence information will be used to maintain accurate vulnerability profiles of IoT devices, in accordance with data protection, privacy, or other regulations, and optimally alter their attack surface to minimise the damage from cyber-attacks. Novel technologies will be developed, based on distributed ledgers and blockchains, to monitor devices’ integrity state and network behaviour that will considerably increase the detection and response capabilities against targeted and interdisciplinary cyber-attacks. In the case of alleged malicious"
Q05,29,213097,"SOFIE - Secure Open Federation for Internet Everywhere: SOFIE addresses the challenges of the call by creating a secure and open IoT federation architecture and framework. We use Distributed Ledger Technology (DLT), including blockchains and inter-ledger technologies, to enable actuation, auditability, smart contracts and management of identities and encryption keys, and to enable totally decentralised solutions with virtually unlimited scalability. We address the fragmentation of IoT through federation rather than integration. Virtually any IoT platform can join the federation by creating, relatively simply, an adapter. Data remains in the respective IoT platforms and is usable by all the applications within the limits set by the applicable security and privacy policies. We exercise security and privacy by design. We provide end-to-end security, key management, authorisation, accountability, and auditability, utilising DLTs where applicable. The user shall retain control over their data also after the data have been stored in the Cloud or Fog in an EU GDPR (or other regulations) compliant manner. We base our work on existing open standards, interfaces and components, such as FIWARE, W3C Web of Things (WoT), and oneM2M. We will select existing components, develop new ones, and collect them — together with documentation, instructions and examples — into an IoT federation framework for creating administratively decentralised, open, and secure"
Q05,30,203402,"s and demonstrate functionality and power reduction advantage of the new IoT device components. The PRIME project will realize several demonstrators of IoT system building blocks to show the proposed low power wireless solutions, functionality and performance of delivered design and technology blocks. The consortium semiconductor ecosystem (IDMs, design houses, R&amp;D, tools &amp; wafer suppliers, foundries, system/product providers) covers complementarily all desired areas of expertise to achieve the project goals. The project will enable an increase in Europe’s innovation capability in the area of ULP Technology, design and applications, creation of a competitive European eco-system and help to identify market leadership opportunities in security, mobility, healthcare and smart cost competitive manufacturing."
Q06,1,210133,"End-to-End Approach for Mobility-as-a-Service tools, business models, enabling framework and evidence for European seamless mobility: With the projected growth in transport demand, the current modus operandi in transport supply is deemed unsustainable and generates the need for innovative services that could support seamless mobility and a shift from car-ownership to usership. An emerging trend towards this direction is the integration of on-demand modes in conjunction with public transport, leading to the Mobility-as-a-Service (MaaS) concept. MaaS is a user-centric, intelligent mobility distribution model, in which users' needs are met via a single platform and are offered by a service provider, the mobility operator. Although activities in this field are ongoing, at present there are no established frameworks and quantifiable evidence about MaaS costs and benefits, users’ needs, as well as its influence on travel patterns and car ownership of various user groups. Against this background the main goal of MaaS4EU is to provide quantifiable evidence, frameworks and tools, to remove the barriers and enable a cooperative and interconnected EU single transport market for the MaaS concept, by addressing challenges at 4 levels, (1) business, (2) end-users, (3) technology and (4) policy. This will be achieved by defining sustainable business models that support the cooperation across transport stakeholders, understanding user needs"
Q06,2,210789,"Unlocking Large-Scale Access to Combined Mobility through a European MaaS Network: Following recent mega-trends in the mobile and sharing economy and thanks to the latest ITS developments, “Mobility as a Service” is conceived as the way people will move themselves and their goods in the future. The “as a service” paradigm can be a real revolution when it is able to ensure higher continuity among the different means of transport, and enable offering combined mobility packages as a viable alternative to fragmented mobility and car ownership. Though some MaaS initiatives have already been tested in Europe, they encountered several obstacles in reaching scale and stable business operation. IMOVE will learn from such initiatives as UBIGO in Gothenburg or Hannovermobil, launched a decade ago in Hannover, and will step forward contributing to radically change mobility paradigms bringing in disruptive elements of mobility services. Innovative business and technology enablers will be investigated able to concretely put into action, accelerate and scale up the MaaS market deployment in Europe, ultimately paving the way for a “roaming” capability for MaaS users at the European level. IMOVE research and innovation action is based on investigation, development and validation of bottom up novel solutions able to define sound MaaS business models, smoothing their efficient and profitable service operation. A suite of ITS elements empowering MaaS schemes will be delivered"
Q06,3,213250,"The one-stop-shop for urban and regional mobility: With cities mobility changing rapidly, new trends such as sharing-economy and smartphone penetration and challenges such as densification and pollution, commuters are dreading for solutions than can effectively integrate the diverse mobility landscape and improve their travelling experience. The Mobility as a Service (MaaS) concept is as such gaining interest as a solution to increase public and shared transport modalities and offer a smooth commuting. However, it also brings complexities as many different transport players and stakeholders have to be integrated. In response to that, we have developed Mobility Services Hub (MSH), a unique platform that provides the necessary interoperability to allow the different transport stakeholders to collaborate with each other. MSH’s platform combines all kinds of transport options from different providers and handles everything from travel planning to ticket booking and payments, reservations or billing services; and supplies reliable real-time data and incident information. Moreover, MSH will incorporate a Green Loyalty Scheme, a green-points approach to encourage and reward travellers for using eco-friendly transport modes, and health and safety services through a collection points approach. Our MSH pilot in Vienna – SMILE, was recognised as one of the most innovative projects in “The Future of urban Mobility 2.0”, in 2014. At MEP, we are experts in innovation in mobility and mobile payment. To"
Q06,4,210133,"cooperative and interconnected EU single transport market for the MaaS concept, by addressing challenges at 4 levels, (1) business, (2) end-users, (3) technology and (4) policy. This will be achieved by defining sustainable business models that support the cooperation across transport stakeholders, understanding user needs and choices, implementing the required technological infrastructure (a MaaS mobility hub) and identifying the enabling policy and regulatory frameworks. The project will provide quantifiable evidence about MaaS costs and benefits in 3 real-life, complementary pilot cases, demonstrating the concept in urban, intercity and cross-border trips at 3 EU areas (UK, LUX-DE, HU). The consortium disposes all necessary competences and has been formed to be able to handle all tasks involved in the project, consisting of 17 partners from 9 countries, among them leading industries, renowned research institutions, transport authorities and operators, consultants and one ministry of transport."
Q06,5,199915,"Action Plan for the future of Mobility in Europe: Global socio-economic and environmental megatrends are urging for a paradigm shift in mobility and transport that involves disruptive technologies and multimodal solutions. The individual transport sectors face diverse technical and non-technical requirements and rather individual, sometimes contradicting challenges. An action plan for the coherent implementation of innovative transport and mobility solutions in Europe is thus urgently needed and should be sustained by a wide range of societal stakeholders. The MOBILITY4EU project will develop such a plan taking into account all modes of transport as well as a multitude of societal drivers encompassing health, environment and climate protection, public safety and security, demographic change, urbanisation and globalisation, economic development, digitalisation and smart system integration. In order to obtain a widely supported and consensus–based action plan a Multi-Actor Multi-Criteria Analysis (MAMCA) methodology will be used to consult a broad stakeholder community representing the main societal actors including vulnerable to exclusion citizens in Europe. This stepwise and scientifically sound approach will allow the consortium of the MOBILITY4EU project to involve a large group of stakeholders in the process. The participation will be strengthened by a visualisation-based story map process. The successful implementation of the vision for the future transport and mobility system of Europe will require a continuous cross-modal and inter-stake"
Q06,6,210137,"Mobility as a Service in a multimodal European cross-border corridor: MyCorridor mission is to facilitate sustainable travel in urban and interurban areas and across borders by replacing private vehicle ownership by private vehicle use, as just one element in an integrated/multi-modal MaaS chain, through the provision of an innovative platform, based on mature ITS technology, that will combine connected traffic management and multi modal services and thus facilitate modal shift. It will propose a technological and business MaaS solution, which will cater for interoperability, open data sharing, as well as tackling the legislative, business related and travel-behavior adaptation barriers enabling the emergence of a new business actor across Europe; the one of a Mobility Services Aggregator. MyCorridor will prove this paradigm change through a number of European sites, which are performing long distance and cross border Pilots in a corridor of 6 European countries; from the South (Greece, Italy) through to Central (Austria, Germany, the Netherlands) and Eastern Europe (Czech Republic). Those sites will develop Mobility Package tokens, purchased through one-stop-shop and will incorporate the following services: a) Traffic management services b) Services related to MaaS PT interface c) MaaS vehicle related services and d) Horizontal (business related) services. MyCorridor tasks will be undertaken by a balanced consortium that encom"
Q06,7,193722,"Mobility Innovations for a New Dawn in Sustainable (European) Transport Systems: The Mind-sets project (MS) will make a major contribution to our understanding of mobility in Europe: • How to better understand mobility (to better influence and change it). • How to predict the likely future attitudes to, and patterns of, mobility. • What forms of mobility policies, products and services will best meet these future mobility needs. The project provides a new approach to understanding mobility as part of the overall changing lifestyles of different population groups across Europe. A multi-disciplinary coordination of intelligence provides a strong platform for the reinterpretation of our understanding of the ‘mobility mind-sets’ of Europeans; based on engagement with other leading experts in the field in Europe. The approach will be validated against key behavioural issues facing mobility decision-makers: increasing automation, door to door seamless smart mobility, sustainable and energy efficient fuels and mobility and social inclusion. This enhanced understanding is developed into decision support guidelines (to be called ‘Mind-sets’) with a ‘Think Tank’ of practising mobility stakeholders (decision-makers, operators, developers and mobility system suppliers) to fine tune the guidelines to directly meet market needs. In turn, this will support decisions, create innovation future mobility policy and assist the design and marketing of new products and services. The project is strongly supported by an active"
Q06,8,212363,further objective is making affordable the lifecycle cost of the above-mentioned mobility service (and/or product) through an innovative business model that offers mobility as a service (independent of vehicle ownership) and by leveraging dematerialization (reduction of manufacturing lead times and investment costs) and product re-configurability. The expected impact is: - Social inclusion of elderly and disabled citizens: the project will demonstrate affordability and safety in accessing public spaces in urban areas; - Short time-to-market: 70% less than the conventional approach. - Significant cost reduction in the manufacturing of a personalised wheelchair unit as a result of the re-usability and adaptability of personalised products components; - Ultra-low environmental impact: re-usability of modules and efficient manufacturing leading to more than 70% in environmental impact reduction regarding primary resources consumed while offering this mobility service.
Q06,9,194890,"Users, Safety, security and Energy In Transport Infrastructure: The transport network across Europe faces challenges relating to carbon reduction targets, energy security, and depletion of natural resources, without sacrificing its efficiency and compromising mobility. In addition, the road and rail infrastructure in particular are ageing and require renewal. Simultaneously, advances in sensors, mobile communications, smart ticketing and ‘big data’ offer the potential for customers to become an active part of the transport operations system and have the information to make decisions – for transport to enable ‘mode agnostic’ personal and business travel and – for freight operators to have more resilience and better reliability in their systems. The European transport system faces also an unavoidable societal challenge, which is achieving new levels of resource-efficiency, environmental-friendliness, safe and seamless transport for the benefit of citizens, the economy and society. In order to tackle the challenges and reap the benefits outlined above, infrastructure owners and transport operators will be required to work together, along with other crucial stakeholders, to share knowledge and cooperate in a way that will be beneficial to all parties, and this proposal seeks to facilitate this. The objective of this project is to better understand the common challenges experienced across transport modes, bring representatives of transport modes together to share experience and skills and to develop a set of common research objectives. The project will"
Q06,10,211649,"High reach innovative mobility solutions to cope with transport poverty: HiReach aims to eliminate transport poverty by triggering new mobility solutions sustained by products scaling up on mixed needs, backed by mobile information technologies and social innovations, using open tools, technology transfer and startup development techniques to find and exploit new business ideas that reach low accessibility social groups and areas. HiReach builds on the potential of bundling and mixing dispersed, special and non-coordinated/optimised trip requests and needs from different vulnerable user groups to favour inclusive and participated vs. exclusive/special and geographically-limited mobility. By combining different attributes of available transport concepts and bottom-up initiatives with new operational schemes and IT applications, HiReach will explore viable business models for small scale, modular and easily replicable mobility services (e.g. community transport services, ridesharing, minibus pooling, etc.) that can be provided at affordable prices and/or with minimum subsidies. HiReach fosters social innovation processes through an in depth (micro)analysis of capabilities and attitudes of different social groups and their direct involvement as co-users and co-owners of the proposed solutions. Their involvement will be put in relation with the HiReach mechanism for exploring, generating and testing new solutions which is based on the creative work of startups and innovative entrepreneurs. To secure the"
Q06,11,199174,"Enabling a Mobility Back-End as a Robust Service: EMBERS will bring to market a back-end for smart city mobility that is developed by a European small enterprise based upon its smart parking and smart traffic management products that two municipalities in Portugal currently deploy. The Mobility Back-end as a Service (MBaaS) replaces such all-in-one systems, in which a municipality purchases the full set of components from a single vendor. Instead, the city manager can purchase best-of-breed devices and apps developed by third parties, with the only constraint being that they interoperate with the back-end via a free, open, smart city mobility API. This domain-specific API lowers barriers to entry for app and device developers, making it easier for innovative SMEs to enter the market. Furthermore, the API is offered via a variety of generic interfaces, including oneM2M, ETSI M2M, OMA LWM2M, and FIWARE NGSI. EMBERS thus clears the way for developers and to municipalities that have adopted any one of these potential emerging machine-to-machine (M2M) communication standards. Beyond its primary goal of bringing the MBaaS to market, EMBERS will stimulate development of an entire ecosystem around the MBaaS smart city mobility API. Separating out the back-end from the other components will, however"
Q06,12,212865,"MAZARO’s innovative transmissions for unrivalled electricity and fuel savings in transport: Road transport is in urgent need of driveline solutions that are TRULY sustainable, simpler and cheaper, to maintain competitiveness and create jobs. Here, MAZARO’s TRUFUS project outplays all current solutions with a large margin. Transmission Technology International (2016 – p 18) states that for drastic fuel saving, the Continuously Variable Transmission (CVT) could be an alternative to Automatics and Manuals, because of its virtually infinite range of ratio adjustment, if only the conventional CVTs weren’t so inefficient. Now this is exactly the issue which TRUFUS has solved. TRUFUS plans to launch the very first high-efficiency transmission that can keep a driveline on its lowest energy consumption curve continuously. Suitable for cars to heavy duty vehicles running on any kind of energy: electricity, CNG/LNG, fuel, hybrids... Features: unrivalled energy and emission savings of 16-26% compared to the current drivelines; compact, light, silent, over 99% recyclable, low-cost, battery- and maintenance-free. MAZARO, the sole company fully mastering this new technology, was a successful applicant to SME-Phase 1 and proved the uniqueness of its technology since then in an actual e-truck (26,"
Q06,13,194698,"Mobile ticketing system for urban transport: For over years integrated ticketing based on Smartphones has been on the agenda of EU transport policy due to his potential for intermodal transport. The future challenge of transport sector is to combine all urban transport modes (metro, bus, train) on a single ticket facilitating transfer between them and to enable ‘pay per use’ approach offering novel pricing model to passengers. Until now, the only two systems enabling users to pay with Smartphones are based on Quick Response (QR) code and Near Field Communications (NFC) technology. However, none of them can be adopted as mobile eticketing system applicable on a wider scale in Europe; QR code pose serious security risks and NFC suffer with lack of interoperability, limited versatility and is not supported by Apple (iOS), the landmark for mobile technology trends. The overall objective of the project is to provide novel eticketing based on Bluetooth Low Energy (BLE) technology. This new approach represents a real break-through in eticketing systems due to their low cost, low consumption, ultra rapid connection, improved coverage and interoperability of operators and platforms. BLE is already incorporated by Apple and most important brands featuring Android are also adopting it. The proposed system offer huge number of benefits to all stakeholders involved; Bus transport operators will obtain better transport statistics, reduced small-cash transaction, and reduced fare-processing time"
Q06,14,211975,"Safe personal transportation that makes you healthier.: The “last mile” between hubs and homes, as well as short distance transport needs for persons with walking limitations, are urban mobility challenges that we address at Torqway Company Ltd with a new way to move. Our manual-powered four-wheel platform vehicle introduces “Nordic Driving”, driven by arm movement on levers with an innovative gear system (under patent in 9 countries) which converts every movement into forward motion up to twice the speed of normal walking. Based on this core technology, Torqway Hybrid offers additional electric motor assistance like an e-bike for senior users and persons with reduced lower body mobility. Medical studies on Torqway confirm that the arm movements while standing induce isometric muscle contractions shown to improve upper and lower body strength, coordination and weight control. This innovative outdoor vehicle consistent with the Transport and Smart Cities framework and the Electric Mobility Europe initiative can be used in several ways: as an active mobility and transportation device, as an outdoor gym joining several exercises in one and as a tool for light physical rehabilitation. Aside from individual purchasers, sales target sport and physiotherapy centres, tourism and leisure mobility. As confirmed by our Phase 1 Feasibility Study, Torqway Hybrid end users are 55+ y.o. early adopters of both sexes with purchasing power in EU member states with established bicycle use and infrastructure, starting with Germany"
Q06,15,203334,"Delivering next generation Transport Management System to European transport SMEs: State-of-the-art Transport Management Systems conceived in modular approaches do not provide an all-in-one solution to answer SME business-related needs more broadly. To own a holistic TMS requires a long and expensive integration and customization process which makes TMSs not affordable by SMEs who generally lack resources for it. Additionally, none of the current solutions are able to gather real time data to support real time optimization decisions. At Ruptela we are committed to developing a new, highly competitive and integrated platform providing all the necessary information to transport SMEs and representing an affordable solution for them: INTRANSYS. INTRANSYS will use our award-winning fleet tracking and management platform TrustTrack as a foundation to integrate continuously updated traffic data, tracking services, rich communication with driver and eco-driving tools into a single cloud-based application. This real-time integration will allow transport companies to optimize operations on the go 24/7. As we will offer the system as an “all-inclusive” solution, we will drastically reduce the customization and set-up process both in terms of time and costs. We will achieve this goals by providing a SaaS based pricing model adapted to SME size and usage. INTRANSYS’ ease of use, combined with our extremely competitive pricing strategy opens the door for the widespread commercial adoption by"
Q06,16,197162,"Delivering next generation Transport Management System to European transport SMEs: State-of-the-art Transport Management Systems conceived in modular approaches do not provide an all-in-one solution to answer SME business-related needs more broadly. To own a holistic TMS requires a long and expensive integration and customization process which makes TMSs not affordable by SMEs who generally lack resources for it. Additionally, none of the current solutions are able to gather real time data to support real time optimization decisions. At Ruptela we are committed to developing a new, highly competitive and integrated platform providing all the necessary information to transport SMEs and representing an affordable solution for them: INTRANSYS. INTRANSYS will use our award-winning fleet tracking and management platform TrustTrack as a foundation to integrate continuously updated traffic data, tracking services, rich communication with driver and eco-driving tools into a single cloudbased application. This real-time integration will allow transport companies to optimize operations on the go 24/7. As we will offer the system as an “all-inclusive” solution, we will drastically reduce the customization and set-up process both in terms of time and costs. We will achieve this goals by providing a SaaS based pricing model adapted to SME size and usage. INTRANSYS’ ease of use, combined with our extremely competitive pricing strategy opens the door for the widespread commercial adoption by S"
Q06,17,210530,"Advancing fail-aware, fail-safe, and fail-operational electronic components, systems, and architectures for fully automated driving to make future mobility safer, affordable, and end-user acceptable.: Automated driving is a disruptive technology which opens the door to future multi-billion markets providing business opportunities to value chains in automotive and semiconductor industry.The European industry has leading competitive strength in the development and manufacturing of highly reliable electro-mechanical systems. In order to preserve this capability Europe needs to setup European standards for high level control such as real-time computing or big data processing. In order to respond on the global challenge AutoDrive has gathered Europe’s leading semiconductor companies, suppliers, OEMs, and research institutes committed to create a pan-European eco-system, which has the critical mass to initiate standards and provides the components and subsystems for automated driving. Currently, even the most sophisticated vehicle automation technology on the road is not able to surpass human driving capabilities – especially considering context awareness in any situation. Moreover, there is no common agreement on quantifiable dependability measures which hardware and embedded software have to achieve to allow safe automated driving for SAE Levels 3-5. AutoDrive aims for the design of (i) fail-aware (self-diagnostics), (ii) fail-safe, (iii) fail-operational"
Q06,18,211755,"SIADE SaaS: Spatial Decision Support System for Transportation Planning: The demand for passenger transport will grow 51% by 2050, triggering a market growth to €100.6 billion by 2019. Smart Mobility enabled by Smart Public transport is key for cities’ economy and development. Worldwide transport operators are implementing AFCs (Automated Fare Collection) for a better urban transportation experience, generating Big Data, but lacking passenger destination information. However, turning these data into knowledge is challenged by the difficulty to accurately describe transport network states and computational burden coming from processing Big Spatial Data to derive metrics of capacity utilization, punctuality, passenger volumes at stops, or travel patterns of different user groups. SIADE SaaS is a spatial decision support system for bus transportation planning and other transportation systems where user destination is unknown. It delivers the most complete and accurate OD matrix in the transport industry using GIS and AFCs data. Our current SW has already attracted the attention of several Transport Operators in 7 countries. We are making a strategic transition from offering consultancy services to software product commercialization on global scale, using a user driven improvement of SIADE based on an incremental methodology. The evaluation of the transportation network and the potential information provided by SIADE SaaS is multidimensional: social equity, service quality, network structure and environmental impact. It helps transit agencies plan per the actual demand, ena"
Q06,19,193380,"Multi-source Big Data Fusion Driven Proactivity for Intelligent Mobility: Transportation sector undergoes a considerable transformation as it enters a new landscape where connectivity is seamless and mobility options and related business models are constantly increasing. Modern transportation systems and services have to mitigate problems emerging from complex mobility environments and intensive use of transport networks including excessive CO2 emissions, high congestion levels and reduced quality of life. Due to the saturation of most urban networks, innovative solutions to the above problems need to be underpinned by collecting, processing and broadcasting an abundance of data from various sensors, systems and service providers. Furthermore, such novel transport systems have to foresee situations in near real time and provide the means for proactive decisions, which in turn will deter problems before they even emerge. Our vision is to provide the required interoperability, adaptability and dynamicity in modern transport systems for a proactive and problem-free transportation system. OPTIMUM will establish a largely scalable, distributed architecture for the management and processing of multisource big-data, enabling continuous monitoring of transportation systems needs and proposing proactive decisions and actions in an (semi-) automatic way. OPTIMUM follows a cognitive approach based on the Observe, Orient, Decide, Act loop of the big data supply chain for continuous situational awareness. OPTIMUM's goals will be achieved by incorpora"
Q06,20,214551,"The Economics of the Intelligent Transportation Services: Technological advancements have enabled new flexible and demand-responsive transportation services, whose significance on both urban and rural transportation systems have been increased rapidly due to the successful transport network companies such as Uber and Lyft and due to innovative public transportation operators developing automated demand-responsive services with public-private-partnerships. At the same time, there has been also increasing interest in these services in several academic disciplines like operations research, transportation economics and computer science. Recently, research has focused on modelling these services and related pricing policies, and on developing algorithms for optimal vehicle routing and demand management. During the fellowship period, the object is to achieve deeper understanding on the economics of the intelligent transportation services by extending the economic models of the automated demand responsive transportation and by adopting recently developed simulation models of the Max-Planck Institute, which utilize trip origin-destination data collected in Germany, South-Africa and elsewhere."
Q06,21,199138,"Automated Urban Parking and Driving: Automation of individual transport systems is considered an up-and-coming prospect with the potential of greatly mitigating many of the challenges associated with intensified urbanization, while at the same time offering additional benefits for the citizens and drastically increasing overall street safety. However, due to the lack of maturity of involved key technologies and persisting legal limitations, full automation of on-road driving remains a longer-term vision, particularly in urban environments. The goal and ambition of UP-Drive is to address these technological challenges through the development of an automated valet parking service for city environments, aimed at relieving a car driver from the burden of finding a parking space in city centers. Instead, the fully automated car navigates on its own through urban neighborhoods, finds a parking space and returns on-demand. Creating such a system requires mastering all key technologies essential to automated urban driving beyond the current state-of-the-art: complete round-view perception of the vehicle environment, robust lifelong localization and mapping, sophisticated understanding of complex scenes as well as aggregation and integration of long-term semantic data over a cloud-based infrastructure. With this, we ensure that the research and development carried out in this project will directly be applicable to other urban driving use-cases such as driver assistance and safety systems on the one hand, and on the other hand to the transportation for el"
Q06,22,206442,"Supporting Urban Integrated Transport Systems: Transferable tools for authorities: SUITS takes a sociotechnical approach to capacity building in Local Authorities and transport stakeholder organisations with special emphasis on the transfer of learning to smaller sized cities, making them more effective and resilient to change in the judicious implementation of sustainable transport measures. Key outputs will be a validated capacity building program for transport departments, and resource light learning assets (modules, e-learning material, webinars and workshops), decision support tools to assist in procurement, innovative financing, engagement of new business partners and handling of open, real time and legacy data. SUITS argues that without capacity building and the transformation of transport departments into learning organisations, training materials will not provide the step change needed to provide innovative transport measures. Working with nine cities to model gaps in their understanding, motivation, communication and work practices, will provide each city with a map of its own strengths and weaknesses with respect to sustainable transport planning. From this, strategies to enhance capacity, based on each authority’s needs will be developed and organisations provided with the necessary techniques to increase their own capacity, mentored directly by research partners. Local champions will be trained to continue capacity building after the project. Using the CIVITAS framework for impact evaluation, the effectiveness and impact of SUITS in enabling reductions in transport problems such as congestion and pollution while improving cities capacity to grow as well as the quality of life for urban d"
Q06,23,199370,"Efficient and cost-effective intermodal road-rail container freight system: There is a very high potential to improve the sustainability and performance of the European freight transport and logistics industry by moving road-based transport towards more sustainable transportation means, namely rail, which currently represent a very small share in Europe. Safe Green Logistics (SGL) in consortium with PVF Schinenfahrzeuge, aim at demonstrating an efficient and cost-effective freight logistics system based on multimodal transport as an alternative to road-based freight transport. The innovation is based upon a truck/train container transfer system (CTS) and a disruptive re-organization of the freight logistical networks. By bringing the disruptive SAFE-CTS concept to market, SGL will drastically optimize the entire inland freight value chain, through cheaper, faster and greener transportation of goods. It will empower a paradigm shift by moving part of the increasing freight transport demand to more efficient multimodal rail-road transport logistics. SAFE-CTS project will focus on demonstrating the SAFE-CTS technology in a pilot point-to-point route transporting cargo between Melnik in Czech Republic and the Port of Aalborg in Denmark. This will be the first step towards showcasing the concept and validating the technology under real operational environment, thus representing a key milestone for overcoming prevailing market entrance"
